Serbian	English
Чехословачка	Czechoslovakia
Категорија:Чехословачка	Czechoslovakia
D (слово латинице)	D
ДДТ	DDT
ДНК	DNA
DOS (оперативни систем)	DOS
DVD	DVD
Јазавичар	Dachshund
Дадаизам	Dada
Нож	Dagger
Дагеротипија	Daguerreotype
Дакар	Dakar
Далас	Dallas
Далмација	Dalmatia
Дамаск	Damascus
Плес	Dance
Маслачак	Dandelion
Данијел Бернули	Daniel Bernoulli
Данијел Дефо	Daniel Defoe
Данска круна	Danish krone
Данте Алигијери	Dante Alighieri
Дунав	Danube
Дафне	Daphne
Дар ес Салам	Dar es Salaam
Дарданели	Dardanelles
Дарфур	Darfur
Тамна материја	Dark matter
Дармштатијум	Darmstadtium
Дарвин (Северна територија)	Darwin
Дарвин	Darwin
Податак	Data
Структура података	Data structure
База података	Database
Датула	Date Palm
Датив	Dative case
Краљ Давид	David
Давид Хилберт	David Hilbert
Дејвид Хјум	David Hume
Дејвид Ливингстон	David Livingstone
Давид Рикардо	David Ricardo
Дејвис куп	Davis Cup
Дан	Day
Категорија:Дани	Days
Де факто	De facto
Ђакон	Deacon
Мртво море	Dead Sea
Велебиље	Deadly nightshade
Смрт	Death
Категорија:Смрт	Death
Десетлеће	Decade
Децембар	December
31. децембар	December 31
8. децембар	December 8
Декадни систем	Decimal
Деције Трајан	Decius (emperor)
Дедукција	Deductive reasoning
Дефиниција	Definition
Дефлација	Deflation
Лучни степен	Degree (angle)
Деимос	Deimos (moon)
Деизам	Deism
Делавер	Delaware
Делфт	Delft
Del (kompanija)	Dell
Делфи	Delphi
Потоп	Deluge (mythology)
Демагогија	Demagogy
Деменција	Dementia
Деметра	Demeter
Демократија	Democracy
Демократска странка (САД)	Democratic Party (United States)
Демократска Република Конго	Democratic Republic of the Congo
Категорија:Демократска Република Конго	Democratic Republic of the Congo
Демокрит	Democritus
Демографија	Demography
Категорија:Демографија	Demography
Демон	Demon
Денга грозница	Dengue fever
Дени Дидро	Denis Diderot
Данска	Denmark
Категорија:Данска	Denmark
Густина	Density
Каријес	Dental caries
Категорија:Стоматологија	Dentistry
Стоматологија	Dentistry
Денвер	Denver
Извод	Derivative
Пустиња	Desert
Категорија:Пустиње	Deserts
Еразмо Ротердамски	Desiderius Erasmus
Дизајн	Design
Категорија:Дизајн	Design
Разарач	Destroyer
Детерминанта	Determinant
Детерминизам	Determinism
Детроит	Detroit
Деутеријум	Deuterium
Пета књига Мојсијева	Deuteronomy
Дечја психоанализа	Developmental psychology
Драјвер	Device driver
Дака	Dhaka
Дарма	Dharma
Шећерна болест	Diabetes mellitus
Дијалект	Dialect
Пречник	Diameter
Дијамант	Diamond
Принцеза Дајана од Велса	Diana
Дијана	Diana (mythology)
Дијареја	Diarrhea
Дијаспора	Diaspora
Силикатне алге	Diatom
Дикотиледоне биљке	Dicotyledon
Диктатура	Dictatorship
Дијего Ривера	Diego Rivera
Дизел гориво	Diesel
Диференцијална једначина	Differential equation
Дифузија	Diffusion
Варење	Digestion
Дигитална фотографија	Digital photography
ДСЛ	Digital subscriber line
Дижон	Dijon
Мирођија	Dill
Димензија	Dimension
Диносауруси	Dinosaur
Бискупија	Diocese
Диоклецијан	Diocletian
Диода	Diode
Дионис	Dionysus
Дифтерија	Diphtheria
Диплодокус	Diplodocus
Diplomatija	Diplomacy
Категорија:Дипломатија	Diplomacy
Једносмерна струја	Direct current
Категорија:Вишезначна одредница	Disambiguation
Диџеј	Disc jockey
Дискриминација	Discrimination
Болест	Disease
Дестилација	Distillation
Дељење	Division (mathematics)
Развод	Divorce
Дизи Гилеспи	Dizzy Gillespie
Категорија:Џибути	Djibouti
Џибути (град)	Djibouti (city)
Дмитриј Мендељејев	Dmitri Mendeleev
Дмитриј Дмитријевич Шостакович	Dmitri Shostakovich
Дњепар	Dnieper River
Дњепропетровск	Dnipropetrovsk
Доберман (раса паса)	Doberman Pinscher
Додекаедар	Dodecahedron
Додома	Dodoma
Пас	Dog
Догма	Dogma
Доха	Doha
Долмен	Dolmen
Доломит	Dolomite
Delfin	Dolphin
Интернет домен	Domain name
Купола	Dome
Доминика	Dominica
Категорија:Доминика	Dominica
Доминикански ред	Dominican Order
Доминиканска Република	Dominican Republic
Категорија:Доминиканска Република	Dominican Republic
Домицијан	Domitian
Дон Кихот	Don Quixote
Дон	Don River (Russia)
Паја Патак	Donald Duck
Донатело	Donatello
Донато Браманте	Donato Bramante
Доњецк	Donetsk
Магарац	Donkey
Допамин	Dopamine
Доплеров ефекат	Doppler effect
Дорски ред	Doric order
Дорис Лесинг	Doris Lessing
Дортмунд	Dortmund
Контрабас	Double bass
Даглас Макартур	Douglas MacArthur
Даунов синдром	Down syndrome
Дракула	Dracula
Драма	Drama
Сан	Dream
Дрезден	Dresden
Једногрба камила	Dromedary
Суша	Drought
Наркоманија	Drug addiction
Друиди	Druid
Бубањ (музички инструмент)	Drum
Дуализам	Dualism
Дуализам	Dualism (philosophy of mind)
Дубаи	Dubai
Даблин	Dublin
Дубнијум	Dubnium
Дубровник	Dubrovnik
Дванаестопалачно црево	Duodenum
Душанбе	Dushanbe
Дастин Хофман	Dustin Hoffman
Категорија:Холанђани	Dutch people
Двајт Д. Ајзенхауер	Dwight D. Eisenhower
Динамика (физика)	Dynamics (physics)
Dinamit	Dynamite
Дислексија	Dyslexia
Диспрозијум	Dysprosium
Дистопија	Dystopia
E (слово латинице)	E
Број е	E (mathematical constant)
Електронска пошта	E-mail
Ернст Теодор Вилхелм Хофман	E. T. A. Hoffmann
ЕТА	ETA
Орао	Eagle
Уво	Ear
Земља	Earth
Категорија:Земља	Earth
Науке о Земљи	Earth science
Земљотрес	Earthquake
Исток	East
Источна Африка	East Africa
Источнокинеско море	East China Sea
Источна Немачка	East Germany
Источни Тимор	East Timor
Категорија:Источни Тимор	East Timor
Васкрс	Easter
Православље	Eastern Orthodox Church
Ексцентрицитет	Eccentricity (mathematics)
Књига проповедникова	Ecclesiastes
Ехидна	Echidna (mythology)
Бодљокошци	Echinoderm
Помрачење	Eclipse
Еклиптика	Ecliptic
Екологија	Ecology
Категорија:Екологија	Ecology
Економија	Economics
Категорија:Економија	Economics
Економија	Economy
Екосистем	Ecosystem
Еквадор	Ecuador
Категорија:Еквадор	Ecuador
Васељенски сабори	Ecumenical council
Едгар Алан По	Edgar Allan Poe
Edgar Dega	Edgar Degas
Единбург	Edinburgh
Едмунд Халеј	Edmond Halley
Едмонтон	Edmonton
Едмунд Берк	Edmund Burke
Едмунд Хилари	Edmund Hillary
Едмунд Хусерл	Edmund Husserl
Едуард Бухнер	Eduard Buchner
Образовање	Education
Категорија:Образовање	Education
Едвард Григ	Edvard Grieg
Едвард Мунк	Edvard Munch
Едвард Џенер	Edward Jenner
Едвард Телер	Edward Teller
Едвард Исповедник	Edward the Confessor
Јаје	Egg (biology)
Плави патлиџан	Eggplant
Египат	Egypt
Категорија:Египат	Egypt
Египтологија	Egyptology
Ајфелова кула	Eiffel Tower
Ајндховен	Eindhoven
Ајнштајнијум	Einsteinium
Родриго Дијаз де Вивар	El Cid
Ел Греко	El Greco
Ел Пасо	El Paso
Салвадор	El Salvador
Лаба (река)	Elbe
Еленор Рузвелт	Eleanor Roosevelt
Наелектрисање	Electric charge
Електрична струја	Electric current
Електрично поље	Electric field
Електрична гитара	Electric guitar
Категорија:Електротехника	Electrical engineering
Електротехника	Electrical engineering
Електрични отпор	Electrical resistance
Електрицитет	Electricity
Категорија:Електрохемија	Electrochemistry
Електролиза	Electrolysis
Електролит	Electrolyte
Електромагнетно зрачење	Electromagnetic radiation
Електромагнетизам	Electromagnetism
Категорија:Електромагнетизам	Electromagnetism
Електрон	Electron
Електронегативност	Electronegativity
Електроника	Electronics
Категорија:Електроника	Electronics
Елегија	Elegy
Илија	Elijah
Елизабет Тејлор	Elizabeth Taylor
Елипса	Ellipse
Елвис Пресли	Elvis Presley
Ембрион	Embryo
Ембриологија	Embryology
Смарагд	Emerald
Емилија-Ромања	Emilia-Romagna
Емилијано Запата	Emiliano Zapata
Емили Дикинсон	Emily Dickinson
Ема Голдман	Emma Goldman
Осећање	Emotion
Категорија:Емоције	Emotion
Емпатија	Empathy
Емпедокле	Empedocles
Царски пингвин	Emperor Penguin
Емпајер стејт билдинг	Empire State Building
Емпиризам	Empiricism
Емулатор	Emulator
Емулзија	Emulsion
Енциклопедија	Encyclopedia
Ендокрини систем	Endocrine system
Ендокринологија	Endocrinology
Категорија:Ендокринологија	Endocrinology
Енергија	Energy
Енергија	Energy (society)
Мотор	Engine
Инжењер	Engineer
Инжењеринг	Engineering
Енглеска	England
Категорија:Енглеска	England
Ламанш	English Channel
Енглески грађански рат	English Civil War
Енглески језик	English language
Категорија:Енглески језик	English language
Категорија:Енглези	English people
Енглези	English people
Енрико Ферми	Enrico Fermi
Категорија:Забава	Entertainment
Ентропија	Entropy
Окружење	Environment
Ензим	Enzyme
Еон (геологија)	Eon (geology)
Еос	Eos
Ефес	Ephesus
Епика	Epic poetry
Епиктет	Epictetus
Епикур	Epicurus
Епидемија	Epidemic
Епидемиологија	Epidemiology
Епилепсија	Epilepsy
Адреналин	Epinephrine
Богојављење	Epiphany (Christian)
Периферија Епир	Epirus (periphery)
Епистемологија	Epistemology
Посланица Галатима	Epistle to the Galatians
Посланица Римљанима	Epistle to the Romans
Епителско ткиво	Epithelium
Једначина	Equation
Екватор	Equator
Екваторијална Гвинеја	Equatorial Guinea
Категорија:Екваторијална Гвинеја	Equatorial Guinea
Коњи	Equidae
Erasure	Erasure
Ерато	Erato
Ератостен	Eratosthenes
Ербијум	Erbium
Ереб	Erebus
Импотенција	Erectile dysfunction
Ерекција	Erection
Сазвежђе Еридан	Eridanus (constellation)
Ерик Карлфелт	Erik Axel Karlfeldt
Ерик Сати	Erik Satie
Ерида (патуљаста планета)	Eris (dwarf planet)
Ерида (митологија)	Eris (mythology)
Категорија:Еритреја	Eritrea
Ернест Хемингвеј	Ernest Hemingway
Ернест Радерфорд	Ernest Rutherford
Ерос	Eros (mythology)
Еротика	Erotica
Ервин Ромел	Erwin Rommel
Есхатологија	Eschatology
Ешерихија коли	Escherichia coli
Исфахан	Esfahan
Једњак	Esophagus
Есперанто	Esperanto
Категорија:Есперанто	Esperanto
Шпијунажа	Espionage
Еспо	Espoo
Есеј	Essay
Есен	Essen
Етерично уље	Essential oil
Есекс	Essex
Estar	Ester
Категорија:Естонија	Estonia
Етан	Ethane
Етар (хемија)	Ether
Етика	Ethics
Категорија:Етика	Ethics
Етиопија	Ethiopia
Категорија:Етиопија	Ethiopia
Етничка група	Ethnic group
Етнографија	Ethnography
Категорија:Етнологија	Ethnology
Етимологија	Etymology
Еукалиптус	Eucalyptus
Евхаристија	Eucharist
Еуклид	Euclid
Еукариоте	Eukaryote
Евнух	Eunuch
Еуфемизам	Euphemism
Еуфрат	Euphrates
Евроазија	Eurasia
Јазавац	Eurasian Badger
Еурипид	Euripides
Евро	Euro
Европа (сателит)	Europa (moon)
Европа	Europe
Категорија:Европа	Europe
Европска централна банка	European Central Bank
Европска унија	European Union
Категорија:Европска унија	European Union
Еуропијум	Europium
Јевсевије Цезарејски	Eusebius of Caesarea
Еутерпа	Euterpe
Еутаназија	Euthanasia
Ева Браун	Eva Braun
Еволуција (биологија)	Evolution
Девизни курс	Exchange rate
Изопштење	Excommunication
Извршна власт	Executive (government)
Егзибиционизам	Exhibitionism
Egzistencijalizam	Existentialism
Друга књига Мојсијева	Exodus
Очекивана вредност	Expected value
Експеримент	Experiment
Експлозија	Explosion
Експоненцијална функција	Exponential function
Експресионизам	Expressionism
Око	Eye
F (слово латинице)	F
Fabaceae	Fabaceae
Басна	Fable
Шаблон:Чињеница	Fact
Факторијел	Factorial
Фаренхајт (јединица)	Fahrenheit
Поштена употреба	Fair use
Бајка	Fairy tale
Фокландска острва	Falkland Islands
Логичка грешка	Fallacy
Јајоводи	Fallopian tube
Фалун Гонг	Falun Gong
Фантастика	Fantasy
Далеки Исток	Far East
Фарад	Farad
Категорија:Фарска Острва	Faroe Islands
Фашизам	Fascism
Категорија:Мода	Fashion
Мода	Fashion
Брза храна	Fast food
Пост	Fasting
Фовизам	Fauvism
Факс машина	Fax
Страх	Fear
Фебруар	February
12. фебруар	February 12
14. фебруар	February 14
2. фебруар	February 2
22. фебруар	February 22
29. фебруар	February 29
Измет	Feces
Federalni istražni biro	Federal Bureau of Investigation
Савезне резерве САД	Federal Reserve System
Федералне Државе Микронезије	Federated States of Micronesia
Федерико Фелини	Federico Fellini
Fedora Core	Fedora (Linux distribution)
Фидбек	Feedback
Феликс Менделсон	Felix Mendelssohn
Феминизам	Feminism
Категорија:Феминизам	Feminism
Мачевање	Fencing
Фенг Шуи	Feng shui
Фердинанд II, цар Светог римског царства	Ferdinand II
Фернандо Магелан	Ferdinand Magellan
Фердинанд де Сосир	Ferdinand de Saussure
Ферментација	Fermentation (biochemistry)
Ферментација	Fermentation (food)
Фермијум	Fermium
Папрати	Fern
Ферара	Ferrara
Оплођење	Fertilisation
Фетус	Fetus
Феудализам	Feudalism
Фијат	Fiat
Фибоначијев низ	Fibonacci number
Категорија:Фикција	Fiction
Измишљени лик	Fictional character
Фидел Кастро	Fidel Castro
Поље (математика)	Field (mathematics)
Хокеј на трави	Field hockey
Уметничко клизање	Figure skating
Фиџи	Fiji
Категорија:Фиџи	Fiji
FTP	File Transfer Protocol
Датотечни систем	File system
Филипо Брунелески	Filippo Brunelleschi
Категорија:Филм	Film
Филм	Film
Портал:Film	Film
Категорија:Финансије	Finance
Отисак прста	Fingerprint
Финска	Finland
Категорија:Финска	Finland
Јела	Fir
Ватра	Fire
Ватрогасац	Firefighter
Заштитни зид	Firewall (networking)
Фирмвер	Firmware
Други Васељенски Сабор	First Council of Constantinople
Први васељенски сабор	First Council of Nicaea
Први крсташки рат	First Crusade
Прва посланица Коринћанима	First Epistle to the Corinthians
Рибе	Fish
Категорија:Рибе	Fish
Фјорд	Fjord
Застава	Flag
Бич (биологија)	Flagellum
Фламинго	Flamingo
Фландрија	Flanders
Флеш меморија	Flash memory
Пљоснати црви	Flatworm
Фламански језик	Flemish (linguistics)
Бистабилно коло	Flip-flop (electronics)
Поплава	Flood
Дискета	Floppy disk
Фиренца	Florence
Флоренс Најтингејл	Florence Nightingale
Флорида	Florida
Брашно	Flour
Цвет	Flower
Скривеносеменице	Flowering plant
Флуид	Fluid
Флаута	Flute
Магла	Fog
Folna kiselina	Folic acid
Фао	Food and Agriculture Organization
Стопа (јединица)	Foot (unit of length)
Фудбал	Football (soccer)
Категорија:Фудбал	Football (soccer)
Категорија:Фудбал по државама	Football (soccer) by country
Категорија:Фудбалски клубови	Football (soccer) clubs
Категорија:Фудбалски тренери	Football (soccer) managers
Категорија:Фудбалери	Football (soccer) players
Категорија:Фудбалски стадиони	Football (soccer) venues
Забрањени град	Forbidden City
Сила	Force
Шума	Forest
Друштвено уређење	Form of government
Форт Ворт	Fort Worth
Тврђава	Fortification
Фортран	Fortran
Фосил	Fossil
Фосилна горива	Fossil fuel
Фонтана	Fountain
Четврти крсташки рат	Fourth Crusade
Лисица	Fox
Фрактал	Fractal
Француска	France
Категорија:Француска	France
Франсис Бејкон	Francis Bacon
Френсис Дрејк	Francis Drake
Франсис Форд Копола	Francis Ford Coppola
Фрањо Асишки	Francis of Assisi
Фрањевци	Franciscan
Франсиско Франко	Francisco Franco
Франсиско Гоја	Francisco Goya
Франсиско Пизаро	Francisco Pizarro
Францијум	Francium
Француско-пруски рат	Franco-Prussian War
Френк Лојд Рајт	Frank Lloyd Wright
Френк Синатра	Frank Sinatra
Франкфурт на Мајни	Frankfurt
Франкфурт на Одри	Frankfurt (Oder)
Франкфурт	Frankfurt (disambiguation)
Франс Халс	Frans Hals
Франц Кафка	Franz Kafka
Франц Лист	Franz Liszt
Франц Шуберт	Franz Schubert
Фред Астер	Fred Astaire
Фридрих Барбароса	Frederick I
Фридрих II, цар Светог римског царства	Frederick II
Фредерик Сангер	Frederick Sanger
Фредерик Соди	Frederick Soddy
Frederikton	Fredericton
Слободна воља	Free will
Слобода	Freedom (philosophy)
Слободно зидарство	Freemasonry
Фритаун	Freetown
Француска Полинезија	French Polynesia
Категорија:Француска Полинезија	French Polynesia
Француска револуција	French Revolution
Француски франак	French franc
Категорија:Французи	French people
Фреквенција	Frequency
Фреска	Fresco
Фрезно	Fresno
Фреја	Freyja
Фрејр	Freyr
Петак	Friday
Фритјоф Нансен	Fridtjof Nansen
Фридрих Енгелс	Friedrich Engels
Фриц Хабер	Fritz Haber
Фурланија-Јулијска крајина	Friuli-Venezia Giulia
Жаба	Frog
Фруктоза	Fructose
Плод	Fruit
Категорија:Воће	Fruit
Фукинг (Аустрија)	Fucking
Gorive ćelije	Fuel cell
Функција (математика)	Function (mathematics)
Категорија:Основне категорије	Fundamental
Фундаментализам	Fundamentalism
Категорија:Гљиве	Fungi
Гљиве	Fungus
Фанк	Funk
Будућност	Future
Футуризам	Futurism (art)
Расплинута логика	Fuzzy logic
Фјодор Михајлович Достојевски	Fyodor Dostoevsky
G (слово латинице)	G
Гимп	GIMP
Гном	GNOME
ГНУ	GNU
Габон	Gabon
Категорија:Габон	Gabon
Габороне	Gaborone
Арханђел Гаврило	Gabriel
Гадолинијум	Gadolinium
Гаетано Доницети	Gaetano Donizetti
Геја	Gaia (mythology)
Галатија	Galatia
Галаксија	Galaxy
Галенит	Galena
Galicija (provincija)	Galicia (Central Europe)
Галиција	Galicia (Spain)
Галилеја	Galilee
Галилео Галилеј	Galileo Galilei
Галија (брод)	Galley
Галијум	Gallium
Гамал Абдел Насер	Gamal Abdel Nasser
Игра	Game
Теорија игара	Game theory
Гама	Gamma
Гама зрачење	Gamma ray
Ганимед (сателит)	Ganymede (moon)
Гарфилд	Garfield
Бели лук	Garlic
Гас	Gas
Гасовити џин	Gas giant
Систем органа за варење	Gastrointestinal tract
Пужеви	Gastropoda
Галија (провинција)	Gaul
Сидарта Гаутама	Gautama Buddha
Геј	Gay
Газа	Gaza
Појас Газе	Gaza Strip
Геб	Geb
Драго камење	Gemstone
Ген	Gene
Категорија:Генеалогија	Genealogy
Генерал	General Officer
Општа теорија релативности	General relativity
Прва књига Мојсијева	Genesis
Генетски код	Genetic code
Генетички инжењеринг	Genetic engineering
Генетика	Genetics
Категорија:Генетика	Genetics
Женева	Geneva
Џин (ислам)	Genie
Генитив	Genitive case
Ђенова	Genoa
Геноцид	Genocide
Категорија:Геноцид	Genocide
Геном	Genome
Генотип	Genotype
Род (биологија)	Genus
Геохемија	Geochemistry
Геодезија	Geodesy
Категорија:Геодезија	Geodesy
Географија	Geography
Категорија:Географија	Geography
Портал:Географија	Geography
Категорија:Геологија	Geology
Геологија	Geology
Геометрија	Geometry
Категорија:Геометрија	Geometry
Геоморфологија	Geomorphology
Категорија:Геоморфологија	Geomorphology
Геофизика	Geophysics
Категорија:Геофизика	Geophysics
Геополитика	Geopolitics
Георг Вилхелм Фридрих Хегел	Georg Wilhelm Friedrich Hegel
Џорџ Беркли	George Berkeley
Џорџ Бернард Шо	George Bernard Shaw
Џорџ Бул	George Boole
Џорџ Буш	George Bush
Георг Фридрих Хендл	George Frideric Handel
Џорџ Гершвин	George Gershwin
Џорџ Харисон	George Harrison
Џорџ Лукас	George Lucas
Џорџ Маршал (генерал)	George Marshall
Џорџ Орвел	George Orwell
Џорџ Паџет Томсон	George Paget Thomson
Жорж Санд	George Sand
Џорџ Стивенсон	George Stephenson
Џорџ В. Буш	George W. Bush
Џорџ Вашингтон	George Washington
Жорж Бизе	Georges Bizet
Жорж Брак	Georges Braque
Жорж Клемансо	Georges Clemenceau
Џорџтаун	Georgetown
Џорџија	Georgia (U.S. state)
Грузија	Georgia (country)
Категорија:Грузија	Georgia (country)
Џералд Форд	Gerald Ford
Немачки овчар	German Shepherd Dog
Немачки језик	German language
Категорија:Немачки језик	German language
Германијум	Germanium
Немачка	Germany
Категорија:Немачка	Germany
Гестапо	Gestapo
Гејзир	Geyser
Гана	Ghana
Категорија:Гана	Ghana
Гент	Ghent
Гето	Ghetto
Ђакомо Пучини	Giacomo Puccini
Џиновска панда	Giant Panda
Гибралтар	Gibraltar
Категорија:Гибралтар	Gibraltar
Гигабајт	Gigabyte
Гилгамеш	Gilgamesh
Ђумбир	Ginger
Гинко	Ginkgo
Ђордано Бруно	Giordano Bruno
Ђорђо Вазари	Giorgio Vasari
Đorđo de Kiriko	Giorgio de Chirico
Ђото ди Бондоне	Giotto di Bondone
Ђовани Бокачо	Giovanni Boccaccio
Жирафа	Giraffe
Ђироламо Савонарола	Girolamo Savonarola
Жиронда	Gironde
Ђузепе Гарибалди	Giuseppe Garibaldi
Ђузепе Верди	Giuseppe Verdi
Ледник	Glacier
Гладијатор	Gladiator
Жлезда	Gland
Глазгов	Glasgow
Стакло	Glass
Наочаре	Glasses
Ваздухопловна једрилица	Glider
Globalni pozicioni sistem	Global Positioning System
Глобално загревање	Global warming
Глобализација	Globalization
Глукагон	Glucagon
Глукоза	Glucose
Глуон	Gluon
Глицин	Glycine
Гликоген	Glycogen
Гликолиза	Glycolysis
Гнајс	Gneiss
Гностицизам	Gnosticism
Го	Go (board game)
Гоа	Goa
Голман	Goalkeeper
Коза	Goat
Гоби	Gobi Desert
Бог	God
Голанска висораван	Golan Heights
Злато	Gold
Голда Меир	Golda Meir
Златна хорда	Golden Horde
Златни ретривер	Golden Retriever
Голф	Golf
Категорија:Голф	Golf
Голџијев апарат	Golgi apparatus
Гугл	Google
Категорија:Гугл	Google
Гугол	Googol
Горгоне	Gorgon
Гориле	Gorilla
Јеванђеље	Gospel
Јеванђеље по Луки	Gospel of Luke
Гетеборг	Gothenburg
Готхолд Ефраим Лесинг	Gotthold Ephraim Lessing
Готлиб Дајмлер	Gottlieb Daimler
Гихт	Gout
Влада	Government
Грејс Кели	Grace Kelly
Grafiti	Graffiti
Граматика	Grammar
Категорија:Граматика	Grammar
Гранада	Granada
Гренд слем	Grand Slam (tennis)
Велемајстор	Grandmaster (chess)
Гранит	Granite
Грожђе	Grape
Грејпфрут	Grapefruit
Категорија:Графички дизајн	Graphic design
Графички дизајн	Graphic design
Графит	Graphite
Гравитација	Gravitation
Гравитациона константа	Gravitational constant
Греј (јединица)	Gray (unit)
Вук	Gray Wolf
Грац	Graz
Велики корални гребен	Great Barrier Reef
Велика Британија	Great Britain
Велика криза	Great Depression
Велика језера	Great Lakes
Велика раселинска долина	Great Rift Valley
Кинески зид	Great Wall of China
Велики Антили	Greater Antilles
Највећи заједнички делилац	Greatest common divisor
Грчка	Greece
Категорија:Грчка	Greece
Грчко писмо	Greek alphabet
Грчка ватра	Greek fire
Грчка митологија	Greek mythology
Категорија:Грчка митологија	Greek mythology
Зелена боја	Green
Стаклена башта	Greenhouse
Efekat staklene bašte	Greenhouse effect
Гренланд	Greenland
Категорија:Гренланд	Greenland
Гренландско море	Greenland Sea
Гринпис	Greenpeace
Грегор Мендел	Gregor Mendel
Грегоријански календар	Gregorian calendar
Категорија:Гренада	Grenada
Гренобл	Grenoble
Грета Гарбо	Greta Garbo
Грифон	Griffin
Белоглави суп	Griffon Vulture
Бруто домаћи производ	Gross domestic product
Група	Group
Група (математика)	Group (mathematics)
Теорија група	Group theory
Грозни	Grozny
Гвадалахара (Мексико)	Guadalajara
Гваделуп	Guadeloupe
Гуам	Guam
Гуангџоу	Guangzhou
Гуанин	Guanine
Категорија:Гватемала	Guatemala
Гватемала (град)	Guatemala City
Гвајакил	Guayaquil
Гернзи	Guernsey
Гуљелмо Маркони	Guglielmo Marconi
Еснаф	Guild
Гијом Аполинер	Guillaume Apollinaire
Гиљотина	Guillotine
Гвинеја	Guinea
Категорија:Гвинеја	Guinea
Морско прасе	Guinea pig
Гвинеја Бисао	Guinea-Bissau
Категорија:Гвинеја Бисао	Guinea-Bissau
Гитара	Guitar
Гуџарат	Gujarat
Голфска струја	Gulf Stream
Заливски рат	Gulf War
Аденски залив	Gulf of Aden
Акабски залив	Gulf of Aqaba
Ботнички залив	Gulf of Bothnia
Фински залив	Gulf of Finland
Гвинејски залив	Gulf of Guinea
Мексички залив	Gulf of Mexico
Омански залив	Gulf of Oman
Тајландски залив	Gulf of Thailand
Барут	Gunpowder
Густав Климт	Gustav Klimt
Густав Лудвиг Херц	Gustav Ludwig Hertz
Густав Малер	Gustav Mahler
Гистав Курбе	Gustave Courbet
Гистав Флобер	Gustave Flaubert
Ги де Мопасан	Guy de Maupassant
Категорија:Гвајана	Guyana
Гимнастика	Gymnastics
Гипс	Gypsum
H (слово латинице)	H
Херберт Џорџ Велс	H. G. Wells
ХИВ	HIV
HTML	HTML
Ареал	Habitat
Хакер	Hacker
Хад	Hades
Хадријан	Hadrian
Хадријанов зид	Hadrian's Wall
Хемофилија	Haemophilia
Хафнијум	Hafnium
Аја Софија	Hagia Sophia
Хаифа	Haifa
Град (падавина)	Hail
Коса	Hair
Хаити	Haiti
Категорија:Хаити	Haiti
Hadžiluk	Hajj
Хелебарда	Halberd
Време полураспада	Half-life
Ноћ вештица	Halloween
Халуцинација	Hallucination
Халогени елементи	Halogen
Хамас	Hamas
Хамлет	Hamlet
Чекић	Hammer
Хамураби	Hammurabi
Хрчак	Hamster
Висећи вртови из Вавилона	Hanging Gardens of Babylon
Хана Арент	Hannah Arendt
Ханибал	Hannibal
Ханој	Hanoi
Хановер	Hanover
Ханс Кристијан Андерсен	Hans Christian Andersen
Ханза	Hanseatic League
Ханука	Hanukkah
Срећа	Happiness
Хараре	Harare
Тврдина	Hardness
Усна хармоника	Harmonica
Харолд Пинтер	Harold Pinter
Харфа	Harp
Чембало	Harpsichord
Херијет Елизабет Бичер Стоу	Harriet Beecher Stowe
Харијет Табман	Harriet Tubman
Хасијум	Hassium
Мржња	Hatred
Горња Нормандија	Haute-Normandie
Хавана	Havana
Хаваји	Hawaii
Глава	Head
Šef države	Head of state
Здравље	Health
Категорија:Здравље	Health
Срце	Heart
Топлотни мотор	Heat engine
Рај	Heaven
Категорија:Хеви метал	Heavy metal
Хеви метал	Heavy metal music
Тешка вода	Heavy water
Хеба	Hebe (mythology)
Хебрејско писмо	Hebrew alphabet
Јеврејски календар	Hebrew calendar
Хебриди	Hebrides
Хеката	Hecate
Хектар	Hectare
Хектор	Hector
Хектор Берлиоз	Hector Berlioz
Јеж	Hedgehog
Хедонизам	Hedonism
Хајнрих Рудолф Херц	Heinrich Hertz
Хајнрих Химлер	Heinrich Himmler
Хајнрих Шлиман	Heinrich Schliemann
Хел	Hel (being)
Лепа Јелена	Helen
Хелен Келер	Helen Keller
Хеликоптер	Helicopter
Хелијум	Helium
Пакао	Hell
Хелмут Шмит	Helmut Schmidt
Хелсинки	Helsinki
Категорија:Хематологија	Hematology
Хемоглобин	Hemoglobin
Хемороиди	Hemorrhoid
Анри Бекерел	Henri Becquerel
Анри Бергсон	Henri Bergson
Анри Матис	Henri Matisse
Henrik Ibzen	Henrik Ibsen
Хенри	Henry (unit)
Хенри Кевендиш	Henry Cavendish
Хенри Фонда	Henry Fonda
Хенри Форд	Henry Ford
Хенри Кисинџер	Henry Kissinger
Хенри Милер	Henry Miller
Хенри Мур	Henry Moore
Хепатитис	Hepatitis
Хефест	Hephaestus
Хера	Hera
Херакле	Heracles
Хераклит	Heraclitus
Хералдика	Heraldry
Категорија:Хералдика	Heraldry
Херат	Herat
Херберт Маркузе	Herbert Marcuse
Херберт Спенсер	Herbert Spencer
Херакле	Hercules
Јерес	Heresy
Херман Мелвил	Herman Melville
Херман Хесе	Hermann Hesse
Херман Минковски	Hermann Minkowski
Хермафродит	Hermaphrodite
Хермес	Hermes
Херон	Hero of Alexandria
Херодот	Herodotus
Хероин	Heroin
Херц	Hertz
Хесиод	Hesiod
Хеспериде	Hesperides
Хесен	Hesse
