Macedonian	English
Иван Петрович Павлов	Ivan Pavlov
Иван Сергеевич Тургенев	Ivan Turgenev
Џ. Д. Селинџер	J. D. Salinger
Џек Лондон	Jack London
Жак Картие	Jacques Cartier
Џакарта	Jakarta
Јамајка	Jamaica
Џемс Кларк Максвел	James Clerk Maxwell
Џемс Кук	James Cook
Џемс Џојс	James Joyce
Џејмс Ват	James Watt
Јан ван Ејк	Jan van Eyck
Јаничар	Janissary
Јануари	January
1 јануари	January 1
19 јануари	January 19
20 јануари	January 20
6 јануари	January 6
Јанус	Janus (mythology)
Јапонија	Japan
Категорија:Јапонија	Japan
Јава	Java
Јава (појаснување)	Java (disambiguation)
Јава (програмски јазик)	Java (programming language)
Категорија:Џез	Jazz
Жан Жак Русо	Jean-Jacques Rousseau
Жан-Пол Сартр	Jean-Paul Sartre
Џеферсон Сити, Мисури	Jefferson City
Јеховини сведоци	Jehovah's Witnesses
Ерусалим	Jerusalem
Категорија:Ерусалим	Jerusalem
Исус Христос	Jesus
Евреи	Jew
Јованка Орлеанка	Joan of Arc
Јохан Себастијан Бах	Johann Sebastian Bach
Јохан Волфганг фон Гете	Johann Wolfgang von Goethe
Јоханес Брамс	Johannes Brahms
Јохан Гутенберг	Johannes Gutenberg
Јоханес Кеплер	Johannes Kepler
Јоханесбург	Johannesburg
Жан Калвин	John Calvin
Свети Јован Златоуст	John Chrysostom
Џон Ленон	John Lennon
Џон Милтон	John Milton
Џон Непер	John Napier
Џон Квинси Адамс	John Quincy Adams
Џон Вејн	John Wayne
Свети Јован Крстител	John the Baptist
Јордан	Jordan
Јордан (река)	Jordan River
Јозеф Гебелс	Joseph Goebbels
Јозеф Хајдн	Joseph Haydn
Џозеф Пулицер	Joseph Pulitzer
Јосиф Сталин	Joseph Stalin
Категорија:Новинарство	Journalism
Новинарство	Journalism
Џуди Гарланд	Judy Garland
Јулиј Цезар	Julius Caesar
1 јули	July 1
4 јули	July 4
Јуни	June
14 јуни	June 14
21 јуни	June 21
23 јуни	June 23
24 јуни	June 24
29 јуни	June 29
3 јуни	June 3
Џуно, Аљаска	Juneau
Јупитер	Jupiter
Јустинијан I	Justinian I
К2	K2
КГБ	KGB
Кабул	Kabul
Канзас	Kansas
Караоке	Karaoke
Карате	Karate
Карл Маркс	Karl Marx
Кетрин Хепберн	Katharine Hepburn
Катовице	Katowice
Каунас	Kaunas
Казакстан	Kazakhstan
Келвин	Kelvin
Кентаки	Kentucky
Кенија	Kenya
Јадро на оперативен систем	Kernel (computer science)
Кетон	Ketone
Тастатура	Keyboard (computing)
Клавијатурен инструмент	Keyboard instrument
Киев	Kiev
Килограм	Kilogram
Километар	Kilometre
Кинетичка енергија	Kinetic energy
Кингстон, Јамајка	Kingston
Киншаса	Kinshasa
Бакнеж	Kiss
Кносос	Knossos
Знаење	Knowledge
Кнут Хамсун	Knut Hamsun
Коала	Koala
Калкута	Kolkata
Кореја	Korea
Категорија:Кореја	Korea
Косово	Kosovo
Категорија:Косово	Kosovo
Кремљ	Kremlin
Кју Клукс Клан	Ku Klux Klan
Кублај Кан	Kublai Khan
Курдистан	Kurdistan
Курт Вонегат	Kurt Vonnegut
Кувајт	Kuwait
Натал	KwaZulu-Natal
Киргистан	Kyrgyzstan
Категорија:Киргизија	Kyrgyzstan
Лактоза	Lactose
Лагос	Lagos
Езеро	Lake
Бајкалско Езеро	Lake Baikal
Ири	Lake Erie
Хјурон	Lake Huron
Мичиген (езеро)	Lake Michigan
Горно Езеро	Lake Superior
Тангањика	Lake Tanganyika
Езеро Викторија	Lake Victoria
Амфиоксус	Lancelet
Јазик	Language
Лаос	Laos
Грклан	Larynx
Ласер	Laser
Латински јазик	Latin
Латинска Америка	Latin America
Латиница	Latin alphabet
Латитуда	Latitude
Латвија	Latvia
Категорија:Летонија	Latvia
Право	Law
Категорија:Право	Law
Лацио	Lazio
Ле Корбизје	Le Corbusier
Лист (ботаника)	Leaf
Престапна година	Leap year
Либан	Lebanon
Лидс	Leeds
Легенда	Legend
Законодавна власт	Legislature
Лимон	Lemon
Лав Троцки	Leon Trotsky
Леонардо да Винчи	Leonardo da Vinci
Леонард Ојлер	Leonhard Euler
Леонид Брежнев	Leonid Brezhnev
Лезбејка	Lesbian
Лесото	Lesotho
Мали Антили	Lesser Antilles
Буква	Letter (alphabet)
Леукемија	Leukemia
Либерализам	Liberalism
Либерија	Liberia
Либија	Libya
Лишаи	Lichen
Лихтенштајн	Liechtenstein
Живот	Life
Категорија:Живот	Life
Светлина	Light
Светлосна година	Light-year
Лимнологија	Limnology
Права	Line (mathematics)
Лингвистика	Linguistics
Категорија:Лингвистика	Linguistics
Линукс	Linux
Липид	Lipid
Течност	Liquid
Лисабон	Lisbon
Литература	Literature
Категорија:Книжевност	Literature
Литиум	Lithium
Литванија	Lithuania
Категорија:Литванија	Lithuania
Литар	Litre
Ливерпул	Liverpool
Тит Ливиј	Livy
Гуштер	Lizard
Љубљана	Ljubljana
Локална мрежа	Local area network
Локомотива	Locomotive
Логика	Logic
Категорија:Логика	Logic
Лого	Logo
Лондон	London
Категорија:Лондон	London
Лопе де Вега	Lope de Vega
Оче наш	Lord's Prayer
Лос Анџелес, Калифорнија	Los Angeles
Луј Пастер	Louis Pasteur
Луизијана	Louisiana
Лувр	Louvre
Љубов	Love
Долносаксонски јазик	Low German
Долна Саксонија	Lower Saxony
Лудвиг ван Бетовен	Ludwig van Beethoven
Луминисценција	Luminescence
Бел дроб	Lung
Луксембург	Luxembourg
Лузон	Luzon
Лимфен систем	Lymphatic system
Лизозом	Lysosome
Античка Македонија	Macedon
Македонија (појаснување)	Macedonia
Егејска Македонија	Macedonia (Greece)
Мачу Пикчу	Machu Picchu
Макроекономија	Macroeconomics
Мадагаскар	Madagascar
Мадона (пејачка)	Madonna (entertainer)
Мадрид	Madrid
Мафија	Mafia
Магија (паранормално)	Magic (paranormal)
Магна Карта	Magna Carta
Магнезиум	Magnesium
Мејн	Maine
Малезија	Malaysia
Малдиви	Maldives
Категорија:Малдиви	Maldives
Мали	Mali
Малта	Malta
Категорија:Малта	Malta
Цицачи	Mammal
Манагва	Managua
Манган	Manganese
Менхетн	Manhattan
Манила	Manila
Манитоба	Manitoba
Манхајм	Mannheim
Мануел де Фаља	Manuel de Falla
Мао Це Тунг	Mao Zedong
Марсел Пруст	Marcel Proust
17 март	March 17
19 март	March 19
2 март	March 2
25 март	March 25
Марко Поло	Marco Polo
Марија Калас	Maria Callas
Марија Склодовска - Кири	Marie Curie
Маркетинг	Marketing
Марлен Дитрих	Marlene Dietrich
Маракеш	Marrakech
Брак	Marriage
Марс (појаснување)	Mars (disambiguation)
Марс (бог)	Mars (mythology)
Мартин Лутер	Martin Luther
Мартин Лутер Кинг	Martin Luther King
Марксизам	Marxism
Богородица Марија	Mary (mother of Jesus)
Марија Магдалена	Mary Magdalene
Мери Волстонкрафт	Mary Wollstonecraft
Мериленд	Maryland
Маса	Mass
Масачусетс	Massachusetts
Мастурбација	Masturbation
Материјализам	Materialism
Математичка логика	Mathematical logic
Категорија:Математичка логика	Mathematical logic
Математички доказ	Mathematical proof
Математика	Mathematics
Категорија:Математика	Mathematics
Портал:Математика	Mathematics
Материја	Matter
Мавританија	Mauritania
Маврициус	Mauritius
Макс Планк	Max Planck
1 мај	May 1
24 мај	May 24
Градоначалник	Mayor
Мбабане	Mbabane
Мека	Mecca
Категорија:Машинско инженерство	Mechanical engineering
Механика	Mechanics
Медицина	Medicine
Категорија:Медицина	Medicine
Медина	Medina
Медитација	Meditation
Категорија:Средоземно Море	Mediterranean
Средоземно Море	Mediterranean Sea
Мејоза	Meiosis
Точка на топење	Melting point
Мемфис, Тенеси	Memphis
Жива	Mercury (element)
Меркур (бог)	Mercury (mythology)
Меркур	Mercury (planet)
Мезосфера	Mesosphere
Месија	Messiah
Метаболизам	Metabolism
Метал	Metal
Метална врска	Metallic bond
Метаморфна карпа	Metamorphic rock
Метафора	Metaphor
Метафизика	Metaphysics
Категорија:Метафизика	Metaphysics
Категорија:Метеорологија	Meteorology
Метар	Metre
Мексико	Mexico
Категорија:Мексико	Mexico
Микашист	Mica
Архангел Михаил	Michael (archangel)
Микеланџело Буонароти	Michelangelo
Мичиген	Michigan
Категорија:Мичиген	Michigan
Микробиологија	Microbiology
Категорија:Микробиологија	Microbiology
Микроекономија	Microeconomics
Едноклеточен организам	Microorganism
Микропроцесор	Microprocessor
Светлински микроскоп	Microscope
Среден век	Middle Ages
Категорија:Среден век	Middle Ages
Близок Исток	Middle East
Категорија:Близок Исток	Middle East
Мигел де Сервантес	Miguel de Cervantes
Михаил Горбачов	Mikhail Gorbachev
Милано	Milan
Милја	Mile
Категорија:Војска	Military
Млеко	Milk
Млечен пат	Milky Way
Милиметар	Millimetre
Минданао	Mindanao
Минерал	Mineral
Минерална вода	Mineral water
Минерва	Minerva
Министер	Minister (government)
Минеаполис, Минесота	Minneapolis
Минесота	Minnesota
Минск	Minsk
Мисисипи (река)	Mississippi River
Мисури	Missouri
Митохондрија	Mitochondrion
Модем	Modem
Молдавија	Moldova
Мол (единица)	Mole (unit)
Молекула	Molecule
Мекотели	Mollusca
Монако	Monaco
Монархија	Monarchy
Категорија:Монархија	Monarchy
Понеделник	Monday
Пари	Money
Монголија	Mongolia
Мономер	Monomer
Монопол	Monopoly
Моносахарид	Monosaccharide
Монотеизам	Monotheism
Монровија	Monrovia
Монтана	Montana
Црна Гора	Montenegro
Категорија:Црна Гора	Montenegro
Месец	Month
Монтреал	Montreal
Месечина	Moon
Морал	Morality
Моравија	Moravia
Мароко	Morocco
Морфологија	Morphology
Москва	Moscow
Џамија	Mosque
Мов	Moss
Мајка Тереза	Mother Teresa
Света Гора	Mount Athos
Монт Еверест	Mount Everest
Килиманџаро	Mount Kilimanjaro
Планина	Mountain
Мозамбик	Mozambique
Минхен	Munich
Општина	Municipality
Мускул	Muscle
Габа	Mushroom
Категорија:Музика	Music
Микена	Mycenae
Микологија	Mycology
Категорија:Микологија	Mycology
Срцев напад	Myocardial infarction
Митови	Myth
Митологија	Mythology
НАТО	NATO
Наватл	Nahuatl
Најроби	Nairobi
Намибија	Namibia
Национална химна	National anthem
Национализам	Nationalism
Природен број	Natural number
Природни науки	Natural science
Природа	Nature
Категорија:Природа	Nature
Назарет	Nazareth
Нацистичка Германија	Nazi Germany
Категорија:Трет Рајх	Nazi Germany
Национал-социјалистичка германска работничка партија	Nazi Party
Неандерталец	Neanderthal
Небраска	Nebraska
Навуходонозор	Nebuchadrezzar II
Нефертити	Nefertiti
Нелсон Мандела	Nelson Mandela
Цевчести црви	Nematode
Неолит	Neolithic
Неон	Neon
Непал	Nepal
Нефтида	Nephthys
Нептун	Neptune
Нервен систем	Nervous system
Холандија	Netherlands
Категорија:Холандија	Netherlands
Неврон	Neuron
Неутрон	Neutron
Њу Бранзвик	New Brunswick
Њу Делхи	New Delhi
Њу Хемпшир	New Hampshire
Њу Џерси	New Jersey
Њу Мексико	New Mexico
Њујорк (сојузна држава)	New York
Категорија:Њујорк (држава)	New York
Њујорк	New York City
Категорија:Њујорк	New York City
Нов Зеланд	New Zealand
Категорија:Нов Зеланд	New Zealand
Њуфаундленд и Лабрадор	Newfoundland and Labrador
Њутн	Newton
Нијагарини водопади	Niagara Falls
Никарагва	Nicaragua
Никел	Nickel
Никола Коперник	Nicolaus Copernicus
Никозија	Nicosia
Нилс Бор	Niels Bohr
Нигер	Niger
Нигерија	Nigeria
Ноќ	Night
Нихилизам	Nihilism
Никита Сергеевич Хрушчов	Nikita Khrushchev
Никола Тесла	Nikola Tesla
Нил	Nile
Азотна киселина	Nitric acid
Азот	Nitrogen
Ноам Чомски	Noam Chomsky
Нобелова награда	Nobel Prize
Неметал	Nonmetal
Северна Африка	North Africa
Северна Америка	North America
Категорија:Северна Америка	North America
Северна Каролина	North Carolina
Северна Дакота	North Dakota
Северен новозеландски остров	North Island
Северна Европа	Northern Europe
Северна Ирска	Northern Ireland
Северни Маријански Острови	Northern Mariana Islands
Северозападни Територии	Northwest Territories
Норвешка	Norway
Норвешко Море	Norwegian Sea
Нос	Nose
Нуакшот	Nouakchott
Нова Шкотска	Nova Scotia
1 ноември	November 1
11 ноември	November 11
2 ноември	November 2
5 ноември	November 5
Новосибирск	Novosibirsk
Категорија:Нуклеарна физика	Nuclear physics
Атомска бомба	Nuclear weapon
Нуклеинска киселина	Nucleic acid
Нуклеотид	Nucleotide
Број	Number
Нумизматика	Numismatics
Нунавут	Nunavut
Нирнберг	Nuremberg
Категорија:Исхрана	Nutrition
Нимфа	Nymph
Организација на земји извознички на нафта	OPEC
Океан	Ocean
Океанија	Oceania
Категорија:Океанија	Oceania
Категорија:Океанографија	Oceanography
12 октомври	October 12
24 октомври	October 24
Октомвриска револуција	October Revolution
Охајо	Ohio
Категорија:Охајо	Ohio
Старословенски јазик	Old Church Slavonic
Олигопол	Oligopoly
Олимписки игри	Olympic Games
Категорија:Олимписки игри	Olympics
Оман	Oman
Омск	Omsk
Онтарио	Ontario
Опера	Opera
Opera	Opera (Internet suite)
Оперативен систем	Operating system
Оперета	Operetta
Оптички влакна	Optical fiber
Орален секс	Oral sex
Орегон	Oregon
Орган	Organ (anatomy)
Органела	Organelle
Органска хемија	Organic chemistry
Категорија:Органска хемија	Organic chemistry
Органско соединение	Organic compound
Организам	Organism
Организација на американските држави	Organization of American States
Оргазам	Orgasm
Оригами	Origami
Правопис	Orthography
Осама бин Ладен	Osama bin Laden
Озирис	Osiris
Коскени риби	Osteichthyes
Отава	Ottawa
Ото Хан	Otto Hahn
Ото фон Бизмарк	Otto von Bismarck
Отоманска Империја	Ottoman Empire
Категорија:Отоманска Империја	Ottoman Empire
Унца	Ounce
Јајчник	Ovary
Јајце клетка	Ovum
Оксидационен број	Oxidation state
Оксид	Oxide
Кислород	Oxygen
Оксиморон	Oxymoron
Окситоцин	Oxytocin
Озон	Ozone
Водороден показател	PH
Пабло Пикасо	Pablo Picasso
Тихи Океан	Pacific Ocean
Категорија:Тихи Океан	Pacific Ocean
Пакистан	Pakistan
Версајски дворец	Palace of Versailles
Палау	Palau
Палеолит	Paleolithic
Палеонтологија	Paleontology
Палестина	Palestine
Палестинска ослободителна организација	Palestine Liberation Organization
Палестинска самоуправа	Palestinian National Authority
Панама	Panama
Категорија:Панама	Panama
Панамски канал	Panama Canal
Панкреас	Pancreas
Пантеизам	Pantheism
Папуа Нова Гвинеја	Papua New Guinea
Парадигма	Paradigm
Парагвај	Paraguay
Париз	Paris
Паскал (програмски јазик)	Pascal (programming language)
Паскал (единица)	Pascal (unit)
Фитопатологија	Pathology
Патриотизам	Patriotism
Пол Гоген	Paul Gauguin
Пол Мекартни	Paul McCartney
Апостол Павле	Paul the Apostle
Паул фон Хинденбург	Paul von Hindenburg
Полуостров	Peninsula
Пенсилванија	Pennsylvania
Педесетница	Pentecost
Категорија:Луѓе	People
Народна Република Кина	People's Republic of China
Пептид	Peptide
Перси Биш Шели	Percy Bysshe Shelley
Сив сокол	Peregrine Falcon
Периоден систем на елементите	Periodic table
Перм	Perm
Персеполис	Persepolis
Персија	Persian Empire
Персиски залив	Persian Gulf
Перу	Peru
Франческо Петрарка	Petrarch
Категорија:Фармакологија	Pharmacology
Голтник	Pharynx
Фенотип	Phenotype
Филаделфија	Philadelphia
Филателија	Philately
Категорија:Филателија	Philately
Филип II Македонски	Philip II of Macedon
Филипинско Море	Philippine Sea
Филипини	Philippines
Филологија	Philology
Категорија:Филологија	Philology
Философски камен	Philosopher's stone
Философија	Philosophy
Категорија:Философија	Philosophy
Портал:Философија	Philosophy
Феникс, Аризона	Phoenix
Фосфор	Phosphorus
Фотосинтеза	Photosynthesis
Физика	Physics
Категорија:Физика	Physics
Физиологија	Physiology
Категорија:Физиологија	Physiology
Пи	Pi
Клавир	Piano
Пиза	Pisa
Хипофиза	Pituitary gland
Планета	Planet
Растенија	Plant
Плазмид	Plasmid
Пластика	Plastic
Пластид	Plastid
Тромбоцит	Platelet
Платина	Platinum
Платон	Plato
Плевен	Pleven
Плиниј Постариот	Pliny the Elder
Плиниј Помладиот	Pliny the Younger
Пловдив	Plovdiv
Плутон (планета-џуџе)	Pluto
Поезија	Poetry
Полска	Poland
Категорија:Полска	Poland
Политичка партија	Political party
Политичка наука	Political science
Политика	Politics
Категорија:Политика	Politics
Многуженство	Polygamy
Полимер	Polymer
Помпеја	Pompeii
Понтиј Пилат	Pontius Pilate
Папа	Pope
Популизам	Populism
Порт оф Спејн	Port of Spain
Порт-о-Пренс	Port-au-Prince
Категорија:Португалија	Portugal
Постмодернизам	Postmodernism
Калиум	Potassium
Компир	Potato
Потсдам	Potsdam
Британска фунта	Pound sterling
Прага	Prague
Праја	Praia
Притисок	Pressure
Преторија	Pretoria
Островот на Принц Едвард	Prince Edward Island
Теорија на релативност	Principle of relativity
Теорија на веројатност	Probability theory
Профит	Profit
Програмски јазик	Programming language
Проект	Project
Прокариота	Prokaryote
Пропаганда	Propaganda
Проза	Prose
Простата	Prostate
Протекторат	Protectorate
Протеин	Protein
Протестантска реформација	Protestant Reformation
Протестантство	Protestantism
Протиста	Protist
Протон	Proton
Праживотни	Protozoa
Прусија	Prussia
Психологија	Psychology
Категорија:Психологија	Psychology
Клавдиј Птоломеј	Ptolemy
Пубертет	Puberty
Јавен домен	Public domain
Порторико	Puerto Rico
Категорија:Панк	Punk
Панк рок	Punk rock
Пјонгјанг	Pyongyang
Пирамида	Pyramid (geometry)
Пирова победа	Pyrrhic victory
Питагора	Pythagoras
Катар	Qatar
Четириаголник	Quadrilateral
Квестор	Quaestor
Квантна механика	Quantum mechanics
Кварк	Quark
Кварц	Quartz
Квентин Тарантино	Quentin Tarantino
РНК	RNA
Рабат	Rabat
Рабиндранат Тагоре	Rabindranath Tagore
Рејчел Карсон	Rachel Carson
Расизам	Racism
Категорија:Радио	Radio
Радиоактивност	Radioactive decay
Радиум	Radium
Радиус	Radius
Дожд	Rain
Виножито	Rainbow
Рафаел Санти	Raphael
Архангел Рафаил	Raphael (archangel)
Стаорец	Rat
Рационален број	Rational number
Равена	Ravenna
Реј Бредбери	Ray Bradbury
ROM меморија	Read-only memory
Реален број	Real number
Црвени алги	Red algae
Еритроцит	Red blood cell
Референдум	Referendum
Реге	Reggae
Религија	Religion
Категорија:Религија	Religion
Рембрант ван Рејн	Rembrandt
Ренесанса	Renaissance
Влекачи	Reptile
Република	Republic
Република Кина	Republic of China
Република Конго	Republic of the Congo
Систем за дишење	Respiratory system
Реторика	Rhetoric
Род Ајленд	Rhode Island
Родос	Rhodes
Рибофлавин	Riboflavin
Рибозом	Ribosome
Ориз	Rice
Рихард Вагнер	Richard Wagner
Рига	Riga
Ринго Стар	Ringo Starr
Рио де Жанеиро	Rio de Janeiro
Река	River
Темза	River Thames
Ер Ријад	Riyadh
Пат	Road
Роберт Кох	Robert Koch
Роберт Луис Стивенсон	Robert Louis Stevenson
Роберт Шуман	Robert Schumann
Робин Худ	Robin Hood
Карпа	Rock (geology)
Рокенрол	Rock and roll
Рок музика	Rock music
Категорија:Рок музика	Rock music
Карпести планини	Rocky Mountains
Глодари	Rodent
Римокатоличка црква	Roman Catholic Church
Римска империја	Roman Empire
Римско право	Roman law
Романија	Romania
Категорија:Романија	Romania
Романтизам	Romanticism
Рим	Rome
Корен	Root
Роза Паркс	Rosa Parks
Камен од Розета	Rosetta Stone
Рош Хашана	Rosh Hashanah
Рудолф Дизел	Rudolf Diesel
Рудолф Хес	Rudolf Hess
Русија	Russia
Категорија:Русија	Russia
Руанда	Rwanda
Сакраменто, Калифорнија	Sacramento
Свети Георгиј	Saint George
Свети Китс и Невис	Saint Kitts and Nevis
Света Луција	Saint Lucia
Свети Никола	Saint Nicholas
Апостол Петар	Saint Peter
Санкт Петербург	Saint Petersburg
Свети Винсент и Гренадини	Saint Vincent and the Grenadines
Саладин	Saladin
Салман Ружди	Salman Rushdie
Соли	Salt (chemistry)
Самара	Samara
Самоа	Samoa
Самјуел Бекет	Samuel Beckett
Семјуел Морзе	Samuel F. B. Morse
Самурај	Samurai
Сан Антонио, Тексас	San Antonio
Сан Диего, Калифорнија	San Diego
Сан Франциско, Калифорнија	San Francisco
Сан Хуан	San Juan
Сан Марино	San Marino
Санскрит	Sanskrit
Санто Доминго	Santo Domingo
Сараево	Sarajevo
Саркофаг	Sarcophagus
Саскачеван	Saskatchewan
Сабота	Saturday
Сатурн	Saturn
Саксонија	Saxony
Категорија:Саксонија	Saxony
Скандиум	Scandium
Шуцштафел	Schutzstaffel
Наука	Science
Категорија:Наука	Science
Научна фантастика	Science fiction
Научен метод	Scientific method
Шкотски гаелски јазик	Scottish Gaelic
Вајарство	Sculpture
Море	Sea
Втора крстоносна војна	Second Crusade
Селен	Selenium
Семиотика	Semiotics
Сенегал	Senegal
Сеул	Seoul
11 септември	September 11
17 септември	September 17
29 септември	September 29
Србија	Serbia
Категорија:Србија	Serbia
Србија и Црна Гора	Serbia and Montenegro
Категорија:Србија и Црна Гора	Serbia and Montenegro
Множество	Set
Сет (митологија)	Set (mythology)
Теорија на множествата	Set theory
Секс	Sexual intercourse
Сејшели	Seychelles
Шехадет	Shahadah
Шангај	Shanghai
Акција	Share (finance)
Ајкула	Shark
Шефилд	Sheffield
Шерлок Холмс	Sherlock Holmes
Шикоку	Shikoku
Шинтоизам	Shinto
Сибир	Siberia
Сицилија	Sicily
Сименс (единица)	Siemens (unit)
Сиера Леоне	Sierra Leone
Зигмунд Фројд	Sigmund Freud
Силициум	Silicon
Силициумска долина	Silicon Valley
Синклер Луис	Sinclair Lewis
Ситуациска комедија	Situation comedy
Шестдневна војна од 1967	Six-Day War
Кожа	Skin
Скопје	Skopje
Ропство	Slavery
Словачка	Slovakia
Словенија	Slovenia
Категорија:Словенија	Slovenia
Тенко црево	Small intestine
Социјална психологија	Social psychology
Социјализам	Socialism
Категорија:Социјализам	Socialism
Категорија:Општество	Society
Социологија	Sociology
Категорија:Социологија	Sociology
Сократ	Socrates
Натриум	Sodium
Натриум хидроксид	Sodium hydroxide
Софија	Sofia
Почва	Soil
Сончев систем	Solar System
Цврста агрегатна состојба	Solid
Цврста агрегатна состојба	Solid state
Соломон	Solomon
Соломонови Острови	Solomon Islands
Раствор	Solution
Сомалија	Somalia
Софизам	Sophism
Звук	Sound
Категорија:Јужноафриканска Република	South Africa
Јужна Америка	South America
Категорија:Јужна Америка	South America
Јужна Каролина	South Carolina
Јужна Дакота	South Dakota
Јужен новозеландски остров	South Island
Јужна Кореја	South Korea
Јужен пол	South Pole
Суверенитет	Sovereignty
Сојуз на Советските Социјалистички Републики	Soviet Union
Категорија:СССР	Soviet Union
Соја	Soybean
Простор	Space
Шпанија	Spain
Категорија:Шпанија	Spain
Шпанска граѓанска војна	Spanish Civil War
Категорија:Шпанци	Spanish people
Брзина	Speed
Спенсер Трејси	Spencer Tracy
Сперматозоид	Spermatozoon
‘Рбетен мозок	Spinal cord
Слезенка	Spleen
Сунѓери	Sponge
Спорт	Sport
Квадрат	Square (geometry)
Ѕвезда	Star
Скроб	Starch
Парна машина	Steam engine
Стивен Спилберг	Steven Spielberg
Берза	Stock exchange
Стокхолм	Stockholm
Стоицизам	Stoicism
Желудник	Stomach
Камено доба	Stone Age
Гибралтарски проток	Strait of Gibraltar
Стратосфера	Stratosphere
Мозочен удар	Stroke
Шаблон:Никулец	Stub
Штурмабтајлунг	Sturmabteilung
Штутгарт	Stuttgart
Судан	Sudan
Суецки канал	Suez Canal
Наставка	Suffix
Шеќер	Sugar
Сулфур	Sulfur
Сулфур диоксид	Sulfur dioxide
Султан	Sultan
Сумер	Sumer
Лето	Summer
Сонце	Sun
Недела	Sunday
Сура	Sura
Хирургија	Surgeon
Хирургија	Surgery
Категорија:Хирургија	Surgery
Суринам	Suriname
Надреализам	Surrealism
Шпицбершки Острови	Svalbard
Кукаст крст	Swastika
Свазиленд	Swaziland
Шведска	Sweden
пливање	Swimming
Швајцарија	Switzerland
Сиднеј	Sydney
Силвија Плат	Sylvia Plath
Симбиоза	Symbiosis
Симбол	Symbol
Синагога	Synagogue
Синоним	Synonym
Синтакса (граматика)	Syntax
Сифилис	Syphilis
Систем	System
Систематика	Systematics
Пинг-понг	Table tennis
Категорија:Тајван	Taiwan
Таџикистан	Tajikistan
Талин	Tallinn
Тангер	Tangier
Тенк	Tank
Тантал (митологија)	Tantalus
Танзанија	Tanzania
Таоизам	Taoism
Тасманово Море	Tasman Sea
Чај	Tea
Категорија:Чај	Tea
Техно музика	Techno
Категорија:Технологија	Technology
Тегусигалпа	Tegucigalpa
Техеран	Tehran
Тел Авив	Tel Aviv
Телевизија	Television
Категорија:Телевизија	Television
Температура	Temperature
Храм на Артемида во Ефес	Temple of Artemis
Десет Божји заповеди	Ten Commandments
Тенис	Tennis
Категорија:Тенис	Tennis
Тенор	Tenor
Категорија:Тероризам	Terrorism
Тестис	Testicle
Тексас	Texas
Категорија:Тексас	Texas
Тајланд	Thailand
Гамбија	The Gambia
Хаг	The Hague
Театар	Theatre
Теократија	Theocracy
Теологија	Theology
Теорема	Theorem
Теорија	Theory
Теорија на релативитет	Theory of relativity
Термодинамика	Thermodynamics
Солун	Thessaloniki
Тесалија	Thessaly
Витамин Б1	Thiamine
Трета крстоносна војна	Third Crusade
Томас Алва Едисон	Thomas Edison
Томас Хобс	Thomas Hobbes
Томас Ман	Thomas Mann
Тот	Thoth
Мисла	Thought
Тракија	Thrace
Тирингија	Thuringia
Категорија:Тирингија	Thuringia
Четврток	Thursday
Штитна жлезда	Thyroid
Тибар	Tiber
Тибериј	Tiberius
Тибет	Tibet
Огнена Земја	Tierra del Fuego
Тигар	Tiger
Тигар (река)	Tigris
Временска зона	Time zone
Тирана	Tirana
Ткиво	Tissue (biology)
Тутун	Tobacco
Того	Togo
Токио	Tokyo
Толуен	Toluene
Јазик (анатомски орган)	Tongue
Тони Блер	Tony Blair
Заб	Tooth
Торонто	Toronto
Тор	Torus
Тоталитаризам	Totalitarianism
Туризам	Tourism
Вавилонска кула	Tower of Babel
Град	Town
Трговија	Trade
Регистриран заштитен знак	Trademark
Воз	Train
Транзистор	Transistor
Категорија:Транспорт	Transportation
Транссексуалност	Transsexualism
Триаголник	Triangle
Тригонометрија	Trigonometry
Тринидад и Тобаго	Trinidad and Tobago
Свето Тројство	Trinity
Триполи	Tripoli
Тропосфера	Troposphere
Троја	Troy
Вистина	Truth
Цунами	Tsunami
Вторник	Tuesday
Тундра	Tundra
Туникати	Tunicate
Тунис (град)	Tunis
Тунис	Tunisia
Тунел	Tunnel
Тјурингова машина	Turing machine
Турција	Turkey
Категорија:Турција	Turkey
Желка	Turtle
Тоскана	Tuscany
Тувалу	Tuvalu
Такс	Tux
УНЕСКО	UNESCO
Уганда	Uganda
Категорија:Украина	Ukraine
Улан Батор	Ulan Bator
Ултравиолетова светлина	Ultraviolet
НЛО	Unidentified flying object
Обединети Арапски Емирати	United Arab Emirates
Обединетото Кралство	United Kingdom
Обединети Нации	United Nations
УНИЦЕФ	United Nations Children's Fund
Соединети Американски Држави	United States
Категорија:САД	United States
Американски Девствени Острови	United States Virgin Islands
Американски долар	United States dollar
Вселена	Universe
Unix (оперативен систем)	Unix
Ур(град)	Ur
Уран	Uranus
Уругвај	Uruguay
Јута	Utah
Утилитаризам	Utilitarianism
Узбекистан	Uzbekistan
Вакуола	Vacuole
Вадуц	Vaduz
Вагина	Vagina
Валета	Valletta
Вануату	Vanuatu
Варна	Varna
Ватикан	Vatican City
Категорија:Ватикан	Vatican City
Зеленчук	Vegetable
Вена	Vein
Венецуела	Venezuela
Венеција	Venice
Венера	Venus
Венера (божица)	Venus (mythology)
Вермонт	Vermont
‘Рбетници	Vertebrate
Веста (божица)	Vesta (mythology)
Виктор Иго	Victor Hugo
